% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=1064343, Wed Oct  8 16:56:08 2025, <python>{}</python>
1 7 21.51999579385133 1.0000333338888951 6.125988765843794 6.1259887658437941e+00 1340000014.8855698 1340000050.9325113 670000015.2124162 670000025.9943933 nan   
2 14 21.32389974502106 1.535719994459772 6.125988765843794 6.7000003300000000e+08 670000037.4145215 1340000050.7597413 669999980.1567469 670000034.7787609 nan   
3 21 18.300455700664752 1.6725577856322746 6.125988765843794 1.0238678994267760e+01 1340000024.0862174 2010000021.8054967 669999999.9054648 670000032.25677 nan   
4 28 23.45251150507854 1.551570462199171 6.125988765843794 6.7000003300000000e+08 670000037.2894613 2010000031.1767273 502500004.00408196 670000033.8183944 nan   
5 35 20.991523600097477 2.1656640357449617 6.125988765843794 6.7000002925748324e+08 1340000026.1686792 1340000040.263144 670000000.0 670000033.0 nan   
6 42 26.916547360694935 2.739424805125101 6.125988765843794 6.7000001883420408e+08 670000030.0378478 2010000049.8351092 670000014.3214787 670000027.6140114 nan   
7 49 40.23916882522167 4.6541129446649405 6.125988765843794 1.3400000005433750e+09 1340000009.9234009 1340000034.3866353 23.792771100997925 1340000003.71436 nan   
8 56 57.67085053431832 5.087002429575551 6.125988765843794 6.6999999031767619e+08 2009999981.8842068 2010000022.3184507 670000028.2292266 1339999983.0239067 nan   
9 63 94.14433217788563 5.053589265589677 6.125988765843794 1.3399999473059304e+09 2009999932.3535395 2010000033.0 670000040.2786899 1339999968.6299958 nan   
10 70 127.73615775275397 4.867615400126575 6.125988765843794 6.6999995450410867e+08 1339999905.0927873 2009999929.090085 195.04420709609985 1339999831.8929684 nan   
11 77 175.04278881543433 5.049667965226682 6.125988765843794 1.3399998123779244e+09 1340000047.6218328 2009999888.8704076 669999986.151509 1339999858.1821644 nan   
12 84 189.38484649206592 5.628847840989266 6.125988765843794 1.3399998514187124e+09 2009999777.2847698 2009999978.1544628 670000039.9415257 1339999872.648439 nan   
13 91 177.38888625787294 4.77531556980059 6.125988765843794 1.3399999115460110e+09 2009999845.3710828 2009999895.3908415 175.18985533714294 2009999712.5953395 nan   
14 98 214.0309664632118 5.814608939031075 6.125988765843794 1.3399998498731403e+09 2009999837.3730893 2010000041.2578135 209.8876657485962 2009999791.8321056 nan   
15 105 226.074850083735 4.427151757753273 6.125988765843794 2.0099997320346675e+09 2009999823.730428 2009999908.1896272 99.89765620231628 2009999770.8631868 nan   
16 112 247.3605536694143 4.747160243273354 6.125988765843794 1.3399996829053452e+09 2009999734.9067974 2009999854.0752568 502500091.5799501 1507499692.9386451 nan   
17 119 229.63134263671228 5.252539653739769 6.125988765843794 1.3399996244728525e+09 2009999575.4166806 2009999733.1631818 670000015.6944003 1339999688.4065027 nan   
18 126 216.48460325798413 5.5923436925464625 6.125988765843794 1.3399995912807388e+09 2009999585.6520875 2009999670.8756132 669999982.2405584 1339999668.8632221 nan   
19 133 205.59632564540345 6.279076015569519 6.125988765843794 1.3399995614812508e+09 2009999484.3649583 2009999582.3300247 669999933.751935 1339999640.6550386 nan   
20 140 160.06738945604715 6.434052508201802 6.125988765843794 1.3399996089932222e+09 2009999518.0860586 2009999760.6595216 669999977.0398798 1339999638.6716156 nan   
21 147 141.89967566860608 6.71007143805859 6.125988765843794 1.3399996140568409e+09 2009999612.7466867 2009999635.2033627 669999966.9177644 1339999655.9636889 nan   
22 154 125.44535966288562 7.405108549212861 6.125988765843794 1.3399995789536853e+09 1339999645.6917596 2009999575.8948364 502500004.93438816 1339999609.274991 nan   
23 161 113.27728744615649 6.541535108536016 6.125988765843794 1.3399995737858324e+09 1339999710.669985 2009999654.544147 669999899.5576191 1339999633.0146604 nan   
24 168 118.39415440344735 6.352243443553635 6.125988765843794 1.3399995509484310e+09 1339999590.5587826 2009999618.0970204 109.54737544059753 1339999565.599652 nan   
25 175 143.42792482605415 5.759352725748731 6.125988765843794 1.3399994854233909e+09 1339999588.0386004 2009999493.2814841 135.21805810928345 1339999505.2006092 nan   
26 182 134.879637800639 7.431513499246002 6.125988765843794 1.3399994977134073e+09 2009999424.2774053 2009999516.498104 669999926.2865214 1339999530.8525157 nan   
27 189 126.07199175971508 7.835430723285383 6.125988765843794 1.3399994713756192e+09 1339999555.1466227 2009999537.91592 502500016.4781878 1339999507.551119 nan   
28 196 105.79850143709714 8.565886263600877 6.125988765843794 1.3399994721585884e+09 1339999538.9830449 2009999534.3561597 502499977.96126723 1339999501.2813132 nan   
29 203 88.7423275156511 9.505562093467349 6.125988765843794 1.3399994581805208e+09 1339999578.2793365 2009999516.2258968 669999979.6457627 1339999501.345212 nan   
30 210 96.98983718759006 12.420589836538221 6.125988765843794 1.3399994577806106e+09 1339999504.8231008 1339999536.9066384 47.56707286834717 1339999482.9999986 nan   
31 217 87.59410809568809 12.671055504503217 6.125988765843794 1.3399994416423955e+09 1339999492.8283875 1339999511.814308 34.46220779418945 1339999468.4420395 nan   
32 224 84.07143396865213 13.976625112142479 6.125988765843794 1.3399994260786047e+09 1339999460.0821702 2009999406.359454 54.31282377243042 1339999448.4733105 nan   
33 231 89.85410104481613 13.866811555347017 6.125988765843794 1.3399994262396460e+09 1339999480.6009295 2009999433.124454 669999981.6285973 1339999433.8331485 nan   
34 238 73.58674669838594 15.340507703756204 6.125988765843794 1.3399994257975092e+09 1339999464.3063912 2009999411.0053174 502499967.0317819 1339999451.6679552 nan   
