% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1064343, Wed Oct  8 16:56:08 2025
1 7 0.019696716828977907 0.059703238082706105 0.18605774732916924 0.1881693958242621 0.8657036118438688 0.9901132652947975 1.1270461296361183
2 14 0.019696716828977907 0.059703238082706105 0.18605774732916924 0.1881693958242621 0.8657036118438688 0.9901132652947975 1.1270461296361183
3 21 0.019696716828977907 0.059703238082706105 0.18605774732916924 0.1881693958242621 0.8657036118438688 0.9901132652947975 1.1270461296361183
4 28 -0.02305527204996284 -0.019438625068503444 0.15442286799472904 0.20876005203434714 0.8892339532684269 0.9990639552293178 1.1005154200265237
5 35 -0.02305527204996284 -0.019438625068503444 0.15442286799472904 0.20876005203434714 0.8892339532684269 0.9990639552293178 1.1005154200265237
6 42 -0.02305527204996284 -0.019438625068503444 0.15442286799472904 0.20876005203434714 0.8892339532684269 0.9990639552293178 1.1005154200265237
7 49 -0.04666903611472982 0.008274706553317662 0.3241148217165419 0.3744511174362358 0.7538514828671499 1.0175258419621842 1.1816721638077738
8 56 -0.04666903611472982 0.008274706553317662 0.3241148217165419 0.3744511174362358 0.7538514828671499 1.0175258419621842 1.1816721638077738
9 63 -0.04666903611472982 0.008274706553317662 0.3241148217165419 0.3744511174362358 0.7538514828671499 1.0175258419621842 1.1816721638077738
10 70 -0.007773796624381724 0.029319710496043004 0.29802335279399905 0.3504977264395597 0.7871570998295235 1.0026819749317197 1.1726092944092674
11 77 -0.007773796624381724 0.029319710496043004 0.29802335279399905 0.3504977264395597 0.7871570998295235 1.0026819749317197 1.1726092944092674
12 84 -0.007773796624381724 0.029319710496043004 0.29802335279399905 0.3504977264395597 0.7871570998295235 1.0026819749317197 1.1726092944092674
13 91 -0.055248801071260255 0.01675809194301585 0.37552109978540865 0.4231018760519301 0.7016882261561921 1.0229806486938253 1.208777988578439
14 98 -0.055248801071260255 0.01675809194301585 0.37552109978540865 0.4231018760519301 0.7016882261561921 1.0229806486938253 1.208777988578439
15 105 -0.055248801071260255 0.01675809194301585 0.37552109978540865 0.4231018760519301 0.7016882261561921 1.0229806486938253 1.208777988578439
16 112 -0.08366449399832729 -0.03790991014542995 0.26796735674358124 0.3241718618536877 0.7940294423000953 1.0222198552299595 1.1509056487541627
